system,quality,quality_metric,accuracy,cost_per_1000,cost_unit,cost_method,latency_ms,latency_p50_ms,latency_p95_ms,source,measured_at,evidence_status,dataset,hardware,sample_size,model_version,notes
tfidf_multinomial_nb,0.909914879446734,f1_macro,0.9240872077751511,0.030050228000618517,runtime_seconds_per_1000,measured_batch_runtime_proxy,1.0883888438684153,1.0747015003289562,1.1793675012086169,EDU-ORCH-001,2026-09-13T22:57:33.793831+00:00,measured,"Olist/Polarity; folds 1-8 train, 9 validation, 10 test",x86_64,3807,scikit-learn=1.6.1; MultinomialNB(alpha=1.0),"Cost is computational proxy, not monetary price."
distilbert_multilingual,0.9300158777155612,f1_macro,0.940635671132125,51.99957056200219,runtime_seconds_per_1000,measured_batch_runtime_proxy,34.37654787096278,30.93799250018492,59.58106750040315,EDU-ORCH-001,2026-09-13T22:57:33.793831+00:00,measured,"Olist/Polarity; folds 1-8 train, 9 validation, 10 test",x86_64,3807,goddiao/distilbert-base-multilingual-cased/pytorch/default/1; transformers=5.0.0,"Fine-tuned 2 epochs; cost is computational proxy, not monetary price."
